FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Phil Davis,74.0,205.0,79.0,Orthodox,1984-09-25,http://ufcstats.com/fighter-details/902ab9197b83d0db
Lemont Davis,68.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Mike Davis,,,,,,http://ufcstats.com/fighter-details/c8661e204c66f325
Justin Davis,71.0,205.0,,,1983-04-01,http://ufcstats.com/fighter-details/20697b334f6c0a45
Alexis Davis,66.0,135.0,68.0,Orthodox,1984-10-04,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Danny Davis,74.0,170.0,,,1982-07-28,http://ufcstats.com/fighter-details/570d40f993171b19
Brandon Davis,70.0,135.0,72.0,Orthodox,1990-05-08,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Mike Davis,72.0,155.0,72.0,Orthodox,1992-10-07,http://ufcstats.com/fighter-details/fb3e61720be4690c
Hakeem Dawodu,68.0,145.0,73.0,Orthodox,1991-07-02,http://ufcstats.com/fighter-details/2c9d00968f818270
Grant Dawson,70.0,155.0,72.0,Switch,1994-02-20,http://ufcstats.com/fighter-details/99bd51917728c25d
Jason Day,72.0,185.0,72.0,Orthodox,1981-05-19,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
Martin Day,70.0,145.0,73.0,Orthodox,1988-11-10,http://ufcstats.com/fighter-details/ea3dcc417c322064
Angel De Anda,69.0,225.0,,Orthodox,1985-05-28,http://ufcstats.com/fighter-details/4b450aa602611baa
Yorgan De Castro,72.0,250.0,74.0,Orthodox,1986-12-19,http://ufcstats.com/fighter-details/1eff7bc0f815b270
Geraldo de Freitas,67.0,135.0,72.0,Orthodox,1991-09-30,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Philip De Fries,77.0,250.0,79.0,Orthodox,1986-04-21,http://ufcstats.com/fighter-details/6ef65b6a152e49d5
Chris de la Rocha,75.0,250.0,80.0,Orthodox,1979-05-15,http://ufcstats.com/fighter-details/e51ee8ded927fc51
Montana De La Rosa,67.0,125.0,68.0,Orthodox,1995-02-14,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Mark De La Rosa,66.0,135.0,65.0,Orthodox,1994-08-31,http://ufcstats.com/fighter-details/f57dd0bfa8c17813
Mike de la Torre,71.0,145.0,71.0,Orthodox,1986-09-22,http://ufcstats.com/fighter-details/1971869b7e054261
Rodrigo de Lima,67.0,155.0,,Orthodox,1991-03-12,http://ufcstats.com/fighter-details/a4dc47001f202bcd
Edilberto de Oliveira,72.0,170.0,,Orthodox,1982-11-22,http://ufcstats.com/fighter-details/afdb76fbd86f6d11
Johil de Oliveira,66.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
Jorge de Oliveira,68.0,155.0,,Orthodox,1980-01-22,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Jair De Oliveira,69.0,205.0,69.0,,1996-05-09,http://ufcstats.com/fighter-details/f14fbb2e55da044c
Isabela de Padua,63.0,125.0,64.0,Orthodox,1991-09-04,http://ufcstats.com/fighter-details/e0f959f65d0406b4
Gloria de Paula,65.0,115.0,67.0,Orthodox,1995-06-10,http://ufcstats.com/fighter-details/5dd180c8b3196786
Germaine de Randamie,69.0,135.0,71.0,Orthodox,1984-04-24,http://ufcstats.com/fighter-details/1d239d571e342453
Reinier de Ridder,76.0,185.0,78.0,Southpaw,1990-09-07,http://ufcstats.com/fighter-details/d549cefc7c54ab78
Crezio de Souza,,170.0,,Orthodox,,http://ufcstats.com/fighter-details/3746e21bb508391a
Carl Deaton,67.0,155.0,69.0,Orthodox,1989-11-24,http://ufcstats.com/fighter-details/914a897455693650
Tom DeBlass,72.0,185.0,,Orthodox,1982-05-14,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Issac DeJesus,,145.0,,,,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
RafaelDel Real,71.0,225.0,,,,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Shane del Rosario,76.0,250.0,,Southpaw,1983-09-23,http://ufcstats.com/fighter-details/85980f5da429c0a6
Wallen Del Rosario,64.0,125.0,67.0,Orthodox,1993-03-18,http://ufcstats.com/fighter-details/a62f85f6a6c19a4c
Yadier del Valle,69.0,145.0,69.0,Southpaw,1996-07-29,http://ufcstats.com/fighter-details/70380ccdc81915b8
Jose Delano,68.0,145.0,70.0,Orthodox,1996-09-11,http://ufcstats.com/fighter-details/d7c4956d61ae76a9
Humberto DeLeon,,135.0,,,1989-11-12,http://ufcstats.com/fighter-details/bfaf4c87936b4fae
Rolando Delgado,75.0,155.0,77.0,Orthodox,1981-11-22,http://ufcstats.com/fighter-details/37b1696e6d115957
Israel Delgado,70.0,155.0,,,,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
Jose Delgado,71.0,145.0,74.0,Switch,1998-04-21,http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Ante Delija,75.0,239.0,78.0,Orthodox,1990-08-07,http://ufcstats.com/fighter-details/7d8435c56043b0ae
Jack Della Maddalena,71.0,170.0,73.0,Switch,1996-09-10,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Roland Delorme,69.0,135.0,71.0,Orthodox,1983-12-18,http://ufcstats.com/fighter-details/173acb3f920082b8
Jon Delos Reyes,66.0,125.0,67.0,Orthodox,1987-08-19,http://ufcstats.com/fighter-details/0d0351c20169a499
Jason DeLucia,71.0,190.0,,Southpaw,1969-07-24,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
Justin DeMoney,,170.0,,,1985-07-01,http://ufcstats.com/fighter-details/985bca5a097fb3f4
Vanessa Demopoulos,62.0,125.0,59.0,Orthodox,1988-09-22,http://ufcstats.com/fighter-details/2c483cf443f38ece
Chris Dempsey,70.0,185.0,72.0,Orthodox,1987-09-08,http://ufcstats.com/fighter-details/dfae5da5676e4194
Nick Denis,67.0,135.0,,Orthodox,1983-10-11,http://ufcstats.com/fighter-details/e4aaaa34535e32b6
Thomas Denny,70.0,170.0,,Orthodox,1971-04-19,http://ufcstats.com/fighter-details/a11a6ee8eeb03c18
Robert Densley,69.0,155.0,,,,http://ufcstats.com/fighter-details/b72f3cafa6376e35
Jason Dent,70.0,155.0,71.0,Orthodox,1980-06-12,http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
Mackenzie Dern,64.0,115.0,63.0,Orthodox,1993-03-24,http://ufcstats.com/fighter-details/7447e9f28508106a
Booker DeRousse,74.0,205.0,,,1981-03-23,http://ufcstats.com/fighter-details/f2c91b67f71bbeab
Tony DeSouza,72.0,170.0,70.0,Southpaw,1974-07-26,http://ufcstats.com/fighter-details/6ad9058b7c7898b0
Robelis Despaigne,79.0,265.0,84.0,Orthodox,1988-09-09,http://ufcstats.com/fighter-details/140567899d98978a
Cory Devela,60.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/48544433372ecfa6
John Devine,,,,,,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
Edwin DeWees,73.0,185.0,,Orthodox,1982-08-07,http://ufcstats.com/fighter-details/75bbd2206a15319f
Alessio Di Chirico,72.0,185.0,74.0,Orthodox,1989-12-12,http://ufcstats.com/fighter-details/77d7295d1b22c694
Micol Di Segni,63.0,115.0,60.0,Orthodox,1987-12-29,http://ufcstats.com/fighter-details/8126e4dff0cdf69e
Cyrille Diabate,78.0,205.0,81.0,Southpaw,1973-10-06,http://ufcstats.com/fighter-details/43563a32c3f10e95
Thomas Diagne,73.0,154.0,,,1983-09-03,http://ufcstats.com/fighter-details/8567466ae167216b
Marc Diakiese,70.0,155.0,73.0,Orthodox,1993-03-16,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Tyler Diamond,67.0,145.0,69.0,Orthodox,1991-03-18,http://ufcstats.com/fighter-details/f5f6419c5f00abad
Blood Diamond,71.0,170.0,76.0,Switch,1988-07-10,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Eldo Xavier Dias,71.0,180.0,,,1964-07-16,http://ufcstats.com/fighter-details/ee5df903f80c6816
Rafael Dias,69.0,145.0,,Orthodox,1979-10-20,http://ufcstats.com/fighter-details/b5abaa65f87938eb
Hacran Dias,68.0,155.0,69.0,Orthodox,1984-06-16,http://ufcstats.com/fighter-details/ed209f6618c82e41
Victor Dias,66.0,125.0,69.0,Orthodox,1990-12-26,http://ufcstats.com/fighter-details/f7202b3130421d27
Magno Dias,65.0,135.0,67.0,,1995-11-30,http://ufcstats.com/fighter-details/270e84d8174721d2
Nick Diaz,73.0,170.0,76.0,Southpaw,1983-08-02,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Nate Diaz,72.0,170.0,76.0,Southpaw,1985-04-16,http://ufcstats.com/fighter-details/8355922d564b152c
Michael Diaz,,260.0,,,,http://ufcstats.com/fighter-details/5e7a48e469770615
Ryan Diaz,,145.0,,,,http://ufcstats.com/fighter-details/ceee5dd37253199a
Adrian Diaz,70.0,145.0,,Southpaw,1988-04-26,http://ufcstats.com/fighter-details/bfa8f263815cfa2e
Ozzy Diaz,76.0,185.0,79.0,Orthodox,1990-11-22,http://ufcstats.com/fighter-details/6967153c7edb4d87
Juan Diaz,,135.0,,,1998-06-03,http://ufcstats.com/fighter-details/74939a16c7b56f33
Mark Dickman,69.0,145.0,,,1984-07-19,http://ufcstats.com/fighter-details/2482ef3331a82e75
Josh Diekmann,64.0,246.0,,,1976-10-09,http://ufcstats.com/fighter-details/414bddf0c80c41e1
Kyle Dietz,68.0,135.0,,Orthodox,1986-04-29,http://ufcstats.com/fighter-details/31da66df48c0c1a0
Seth Dikun,70.0,135.0,69.0,Orthodox,1980-08-05,http://ufcstats.com/fighter-details/eb42d4febfafefd1
TJ Dillashaw,66.0,135.0,67.0,Orthodox,1986-02-07,http://ufcstats.com/fighter-details/c849740a3ff51931
Ralph Dillon,74.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3
Drew Dimanlig,,185.0,,,,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
Ding Meng,74.0,170.0,73.0,Orthodox,1994-09-27,http://ufcstats.com/fighter-details/e0664abaa023fd6f
Rodolfo Marques Diniz,66.0,135.0,,,1984-01-23,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
Jhonata Diniz,76.0,254.0,79.0,Orthodox,1991-06-23,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
Helio Dipp,77.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/73eb2a552c92a821
Rico DiSciullo,68.0,135.0,,Orthodox,1986-10-12,http://ufcstats.com/fighter-details/ec7f7263bf36579b
Matt Dixon,70.0,170.0,75.0,Switch,1995-10-09,http://ufcstats.com/fighter-details/1db445a4468447d0
John Dixson,72.0,275.0,,Orthodox,,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
Anthony Do,64.0,125.0,,,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
Russell Doane,67.0,135.0,70.0,Orthodox,1986-08-13,http://ufcstats.com/fighter-details/f50d95223751e6ca
Drew Dober,68.0,155.0,70.0,Southpaw,1988-10-19,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Shana Dobson,66.0,125.0,69.0,Orthodox,1989-03-30,http://ufcstats.com/fighter-details/122ac9b816d8b71c
AJ Dobson,73.0,185.0,76.0,Orthodox,1992-01-18,http://ufcstats.com/fighter-details/009c4420727149ea
David Dodd,74.0,200.0,,Orthodox,1973-09-22,http://ufcstats.com/fighter-details/c2a7623f398d9bd7
John Dodson,63.0,135.0,66.0,Orthodox,1984-09-26,http://ufcstats.com/fighter-details/99506df1af6c8b3b
Joe Doerksen,72.0,185.0,75.0,Orthodox,1977-10-09,http://ufcstats.com/fighter-details/dbaaf42313af90fa
Mike Dolce,71.0,185.0,,,1976-04-15,http://ufcstats.com/fighter-details/29b5791e51e7e832
Roman Dolidze,74.0,185.0,76.0,Orthodox,1988-07-15,http://ufcstats.com/fighter-details/327d5f279895110d
Cameron Dollar,71.0,155.0,,Orthodox,1987-05-12,http://ufcstats.com/fighter-details/3bbcd63a016d9715
CB Dollaway,74.0,185.0,76.0,Orthodox,1983-08-10,http://ufcstats.com/fighter-details/5d7bdab5e03e3216
Dennis Dombrow,,145.0,,,1986-03-17,http://ufcstats.com/fighter-details/4145caa2c999fbac
OJ Dominguez,,,,,,http://ufcstats.com/fighter-details/1a50e734bb54861a
John Donaldson,68.0,145.0,,,1992-07-09,http://ufcstats.com/fighter-details/1c610f900f9884ab
Daniil Donchenko,71.0,170.0,71.0,Orthodox,2001-08-04,http://ufcstats.com/fighter-details/70dd69b6a703257e
Dong Huaxiang,63.0,115.0,61.0,Switch,1998-08-21,http://ufcstats.com/fighter-details/bad82b681819b272
Cody Donovan,75.0,205.0,74.0,Orthodox,1981-02-20,http://ufcstats.com/fighter-details/7bc96507e4b38d3b
Houston Dorr,73.0,210.0,,Orthodox,,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
Rafael Dos Anjos,68.0,170.0,70.0,Southpaw,1984-10-26,http://ufcstats.com/fighter-details/6a2f7c151031653d
Junior Dos Santos,76.0,238.0,77.0,Orthodox,1984-01-30,http://ufcstats.com/fighter-details/63def5a5662a6917
Geronimo dos Santos,75.0,264.0,,Orthodox,1980-08-17,http://ufcstats.com/fighter-details/b51f6791c794e289
Antonio Dos Santos,70.0,185.0,,Orthodox,1988-07-21,http://ufcstats.com/fighter-details/81b8b3fb019dc69d
Anderson Dos Santos,65.0,135.0,70.0,Orthodox,1985-07-24,http://ufcstats.com/fighter-details/bbc9ab95fa766493
Acacio Dos Santos,76.0,205.0,79.0,Orthodox,1991-09-29,http://ufcstats.com/fighter-details/957562fdf68a725a
Rayanne dos Santos,62.0,115.0,62.0,Orthodox,1995-06-08,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
Felipe dos Santos,67.0,125.0,70.0,Orthodox,2000-09-11,http://ufcstats.com/fighter-details/5cdf5339728f580d
Tiago dos Santos e Silva,69.0,145.0,70.0,Orthodox,1987-04-12,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
Oleksandr Doskalchuk,66.0,125.0,,Southpaw,1990-03-13,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
David Douglas,71.0,155.0,,,1981-08-16,http://ufcstats.com/fighter-details/7cf0944b88966118
Damion Douglas,,170.0,,,,http://ufcstats.com/fighter-details/ce3b669e39418414
Lerryan Douglas,69.0,145.0,72.0,Orthodox,1995-04-27,http://ufcstats.com/fighter-details/640a0f838f057a81
Cedric Doumbe,70.0,170.0,,,1992-08-13,http://ufcstats.com/fighter-details/5159e6ee100c717e
John Dowdy,,,,,,http://ufcstats.com/fighter-details/e780ccc79a209985
Jordan Dowdy,,170.0,,,,http://ufcstats.com/fighter-details/0d9312337fdce39a
Danny Downes,72.0,155.0,72.0,Orthodox,1986-04-08,http://ufcstats.com/fighter-details/a66395395b5f1394
Derek Downey,73.0,185.0,,Orthodox,1980-04-27,http://ufcstats.com/fighter-details/b05086131c6f5dc5
John Doyle,71.0,205.0,,Orthodox,1976-11-21,http://ufcstats.com/fighter-details/0509b954421bb327
Edson Drago,76.0,220.0,,Orthodox,1977-08-29,http://ufcstats.com/fighter-details/f9c7fe2682af3802
Jimmy Drago,70.0,170.0,71.0,Orthodox,1995-02-18,http://ufcstats.com/fighter-details/cb4bf812d9cb78b4
Anthony Drilich,65.0,125.0,65.0,Southpaw,1994-03-17,http://ufcstats.com/fighter-details/c2c4052f58f54988
Kyle Driscoll,71.0,145.0,74.0,Orthodox,1994-09-23,http://ufcstats.com/fighter-details/e5e148d4363deff8
Chris Drumm,68.0,145.0,,,,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Tomasz Drwal,73.0,205.0,76.0,Orthodox,1982-01-22,http://ufcstats.com/fighter-details/679a9054e2815943
Robert Drysdale,75.0,205.0,,Orthodox,1981-10-05,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Dricus Du Plessis,73.0,185.0,76.0,Switch,1994-01-14,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
Hugo Duarte,72.0,240.0,,Orthodox,1968-08-09,http://ufcstats.com/fighter-details/706404da0775dcbc
Antonio Duarte,67.0,135.0,,,,http://ufcstats.com/fighter-details/29b5d32584e02d8d
Joe Duarte,,155.0,,,1977-01-25,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Yuneisy Duben,64.0,125.0,65.0,Orthodox,1996-07-08,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
Matthieu Duclos,75.0,185.0,77.0,Orthodox,1995-04-04,http://ufcstats.com/fighter-details/ec322adbabbfa6e7
Emily Ducote,62.0,115.0,63.0,Orthodox,1994-01-01,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
Viktoriia Dudakova,65.0,115.0,67.0,Orthodox,1999-01-26,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
Milana Dudieva,63.0,135.0,,Orthodox,1989-08-04,http://ufcstats.com/fighter-details/072a10e85f7d4bff
Adin Duenas,66.0,145.0,,,1988-07-02,http://ufcstats.com/fighter-details/cb6c45b26b0a877a
Todd Duffee,75.0,260.0,78.0,Orthodox,1985-12-06,http://ufcstats.com/fighter-details/bda04c573563cc2e
Joe Duffy,70.0,155.0,73.0,Orthodox,1988-02-18,http://ufcstats.com/fighter-details/654ae722109a0d31
Jack Duffy,67.0,125.0,69.0,Switch,1995-10-02,http://ufcstats.com/fighter-details/cea51876d8a514a0
Alexis Dufresne,69.0,135.0,,Orthodox,1990-08-31,http://ufcstats.com/fighter-details/4ae4049426e0161d
Jessamyn Duke,71.0,135.0,73.0,Orthodox,1986-06-24,http://ufcstats.com/fighter-details/a7ddae0be8b78147
Islam Dulatov,75.0,170.0,75.0,Orthodox,1998-08-02,http://ufcstats.com/fighter-details/e803242fb2e41112
Isaac Dulgarian,67.0,145.0,71.0,Orthodox,1996-07-04,http://ufcstats.com/fighter-details/a57cb948c4c70a47
Kelly Dullanty,68.0,155.0,,Orthodox,1977-11-04,http://ufcstats.com/fighter-details/1a225f04aa6e0739
Sedriques Dumas,74.0,185.0,79.0,Orthodox,1995-08-06,http://ufcstats.com/fighter-details/4e6738062d469256
Norma Dumont,67.0,135.0,67.0,Orthodox,1990-10-01,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
Chris Duncan,70.0,155.0,71.0,Orthodox,1993-05-10,http://ufcstats.com/fighter-details/fd406a32a6fb3a29
Christian Leroy Duncan,74.0,185.0,79.0,Switch,1995-07-24,http://ufcstats.com/fighter-details/a93f94c923c3a9cb
Evan Dunham,70.0,155.0,70.0,Southpaw,1981-12-18,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
Alex Dunworth,68.0,155.0,,,,http://ufcstats.com/fighter-details/31732a614e7a3d1d
Tom Duquesnoy,67.0,135.0,68.0,Orthodox,1993-06-21,http://ufcstats.com/fighter-details/e979c76341f19b22
Albert Duraev,71.0,185.0,75.0,Orthodox,1989-01-05,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
Reuben Duran,67.0,135.0,71.0,Orthodox,1983-07-02,http://ufcstats.com/fighter-details/4417980b3e798abf
Cody Durden,67.0,125.0,67.0,Southpaw,1991-03-29,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
Luiz Dutra,71.0,170.0,,Orthodox,1982-05-06,http://ufcstats.com/fighter-details/2153a7f8396a46cc
Rilley Dutro,68.0,125.0,,Orthodox,1987-09-03,http://ufcstats.com/fighter-details/43db649da89fac4b
Bill Duvall,74.0,185.0,,Southpaw,,http://ufcstats.com/fighter-details/7df4d3c38792b083
Merab Dvalishvili,66.0,135.0,68.0,Orthodox,1991-01-10,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
David Dvorak,65.0,125.0,68.0,Orthodox,1992-06-05,http://ufcstats.com/fighter-details/9ada30894bf04e19
Matt Dwyer,76.0,170.0,76.0,Orthodox,1989-12-17,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
Rolando Dy,68.0,145.0,69.0,Orthodox,1990-08-11,http://ufcstats.com/fighter-details/55ed59d541f8b90c
Shanelle Dyer,66.0,115.0,65.0,Orthodox,2001-04-23,http://ufcstats.com/fighter-details/cfbb3edab781dfd2
Ben Earwood,68.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
Cody East,75.0,245.0,,Orthodox,1988-06-29,http://ufcstats.com/fighter-details/5713c1d2fac539ac
Marvin Eastman,69.0,185.0,73.0,Orthodox,1971-06-08,http://ufcstats.com/fighter-details/05866d8c3a321856
Mike Easton,66.0,135.0,70.0,Southpaw,1984-01-25,http://ufcstats.com/fighter-details/bc7230f231701d66
Maurice Eazel,67.0,135.0,,,,http://ufcstats.com/fighter-details/4acb99524a9a81ab
Vincent Eazelle,71.0,155.0,,,1980-12-07,http://ufcstats.com/fighter-details/ec421d5de0aea624
Ross Ebanez,69.0,154.0,,Southpaw,1975-05-18,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
Brian Ebersole,72.0,170.0,73.0,Southpaw,1980-11-27,http://ufcstats.com/fighter-details/32ba186f4b0e3267
Roybert Echeverria,65.0,125.0,67.0,Switch,1995-08-21,http://ufcstats.com/fighter-details/20b13e96668caaa4
Mark Eddiva,68.0,145.0,68.0,Orthodox,1986-02-16,http://ufcstats.com/fighter-details/40ff198adda94b9f
Frankie Edgar,66.0,135.0,68.0,Orthodox,1981-10-16,http://ufcstats.com/fighter-details/f2688492b9a525a3
Abdul-Kerim Edilov,74.0,205.0,,Orthodox,1991-11-25,http://ufcstats.com/fighter-details/37e03538c960bac6
Johnny Eduardo,67.0,135.0,71.0,Orthodox,1978-08-03,http://ufcstats.com/fighter-details/528c24b99fbaab79
Yves Edwards,69.0,155.0,73.0,Southpaw,1976-09-30,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Justin Edwards,70.0,155.0,70.0,Orthodox,1983-01-26,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
Leon Edwards,74.0,170.0,74.0,Southpaw,1991-08-25,http://ufcstats.com/fighter-details/f1fac969a1d70b08
Te Edwards,68.0,155.0,72.0,Orthodox,1990-09-11,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
Adli Edwards,,145.0,,,1989-08-28,http://ufcstats.com/fighter-details/e6904a03a66e711d
Joselyne Edwards,68.0,135.0,70.0,Orthodox,1995-09-29,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Tom Egan,71.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
Stephanie Egger,66.0,135.0,68.0,Orthodox,1988-08-12,http://ufcstats.com/fighter-details/5e6294b37bbef029
Justin Eilers,73.0,235.0,,Orthodox,1978-06-28,http://ufcstats.com/fighter-details/27fc9218a3653e3c
Jon Olav Einemo,78.0,253.0,,Orthodox,1975-12-10,http://ufcstats.com/fighter-details/0577808d22dfe79c
Per Eklund,70.0,155.0,72.0,Orthodox,,http://ufcstats.com/fighter-details/58bc81376286b3d3
John Elam,,,,,,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
Evan Elder,70.0,155.0,72.0,Switch,1997-04-11,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
Billy Elekana,75.0,205.0,77.0,Southpaw,1995-05-28,http://ufcstats.com/fighter-details/07a74004d964c7f4
John Paul Elias,76.0,205.0,,,,http://ufcstats.com/fighter-details/e873203fd50542f6
Joao Elias,63.0,125.0,64.0,Southpaw,1995-01-08,http://ufcstats.com/fighter-details/1a064688481f66e1
Saul Elizondo,67.0,135.0,,,1985-07-17,http://ufcstats.com/fighter-details/e295b96f135d758a
Darren Elkins,70.0,145.0,71.0,Orthodox,1984-05-16,http://ufcstats.com/fighter-details/92a9aa9c93192871
Jake Ellenberger,69.0,170.0,71.0,Orthodox,1985-03-28,http://ufcstats.com/fighter-details/d81ac739417d7f53
Joe Ellenberger,69.0,155.0,72.0,Orthodox,1985-03-28,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
Tim Elliott,67.0,125.0,66.0,Southpaw,1986-12-24,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Oban Elliott,72.0,170.0,72.0,Orthodox,1997-12-19,http://ufcstats.com/fighter-details/6b56e94a59b7b134
Eddy Ellis,69.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/e60d773a0a42048a
Lisa Ellis,64.0,115.0,,,1982-11-15,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
Elisha Ellison,72.0,238.0,78.0,Orthodox,1997-03-05,http://ufcstats.com/fighter-details/87e4a3a5080ee7ce
Anna Elmose,63.0,115.0,,Orthodox,1984-10-06,http://ufcstats.com/fighter-details/1536a25e16fc299b
Cameron Else,69.0,135.0,71.0,Switch,1987-04-27,http://ufcstats.com/fighter-details/5f3da9a9610d8969
Aaron Ely,68.0,135.0,,,1989-03-18,http://ufcstats.com/fighter-details/1741343f0ca34dd5
Sovannahry Em,64.0,135.0,,,1992-06-26,http://ufcstats.com/fighter-details/45c8fed13a62fe92
